"","tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"3022","N930XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3023","N931DL",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3024","N931LR",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3025","N931WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3026","N931XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3027","N932AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3028","N932DL",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3029","N932DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"3030","N932LR",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3031","N932WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3032","N932XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3033","N933AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3034","N933DL",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3035","N933DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"3036","N933LR",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3037","N933WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3038","N933XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3039","N934AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3040","N934DL",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3041","N934FJ",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3042","N934WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3043","N934XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3044","N935AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3045","N935DL",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3046","N935LR",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3047","N935WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3048","N935XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3049","N936AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3050","N936DL",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3051","N936WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3052","N936XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3053","N937AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3054","N937DL",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3055","N937WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3056","N937XJ",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3057","N938AT",2006,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3058","N938DL",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3059","N938LR",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3060","N938WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3061","N939AT",2006,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3062","N939DL",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3063","N939DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-fan"
"3064","N939LR",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3065","N939WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3066","N940AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3067","N940DL",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3068","N940UW",1995,"Fixed wing multi engine","BOEING","757-2B7",2,178,"NA","Turbo-fan"
"3069","N940WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3070","N941DL",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3071","N941DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-fan"
"3072","N941FR",2005,"Fixed wing multi engine","AIRBUS","A319-112",2,100,"NA","Turbo-fan"
"3073","N941UW",1995,"Fixed wing multi engine","BOEING","757-2B7",2,178,"NA","Turbo-fan"
"3074","N941WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3075","N942AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3076","N942DL",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3077","N942LR",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3078","N942WN",2009,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3079","N943AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3080","N943DL",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3081","N943DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-fan"
"3082","N943FR",2005,"Fixed wing multi engine","AIRBUS","A319-112",2,100,"NA","Turbo-fan"
"3083","N943WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3084","N944AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3085","N944DL",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3086","N944DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-fan"
"3087","N944UW",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3088","N944WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3089","N945AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3090","N945DL",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3091","N945DN",1998,"Fixed wing multi engine","BOEING","MD-90-30",2,142,"NA","Turbo-fan"
"3092","N945WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3093","N946AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3094","N946DL",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3095","N946UW",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3096","N946WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3097","N947AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3098","N947DL",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3099","N947UW",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3100","N947WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3101","N948AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3102","N948DL",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3103","N948FR",2006,"Fixed wing multi engine","AIRBUS","A319-112",2,100,"NA","Turbo-fan"
"3104","N948UW",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3105","N948WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3106","N949AT",1999,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3107","N949DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3108","N949UW",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3109","N949WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3110","N950AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3111","N950DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3112","N950UW",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3113","N950WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3114","N951AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3115","N951DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3116","N951FR",2009,"Fixed wing multi engine","AIRBUS","A319-112",2,100,"NA","Turbo-fan"
"3117","N951UW",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3118","N951WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3119","N952AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3120","N952DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3121","N952FR",2010,"Fixed wing multi engine","AIRBUS","A319-112",2,100,"NA","Turbo-fan"
"3122","N952UW",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3123","N952WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3124","N953AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3125","N953DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3126","N953FR",2010,"Fixed wing multi engine","AIRBUS","A319-112",2,100,"NA","Turbo-fan"
"3127","N953UW",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3128","N953WN",2010,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3129","N954AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3130","N954DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3131","N954UW",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3132","N954WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3133","N955AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3134","N955DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3135","N955DN",1996,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-fan"
"3136","N955UW",2008,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3137","N955WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3138","N956AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3139","N956DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3140","N956DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-fan"
"3141","N956LR",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,"NA","Turbo-fan"
"3142","N956UW",2008,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3143","N956WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3144","N957AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3145","N957DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3146","N957DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-fan"
"3147","N957UW",2008,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3148","N957WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3149","N958AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3150","N958DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3151","N958DN",1997,"Fixed wing multi engine","MCDONNELL DOUGLAS","MD-90-30",2,142,"NA","Turbo-jet"
"3152","N958UW",2008,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3153","N958WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3154","N959AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3155","N959DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3156","N959DN",1998,"Fixed wing multi engine","BOEING","MD-90-30",2,142,"NA","Turbo-fan"
"3157","N959UW",2008,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3158","N959WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3159","N960AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3160","N960DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3161","N960DN",1998,"Fixed wing multi engine","BOEING","MD-90-30",2,142,"NA","Turbo-fan"
"3162","N960WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3163","N961AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3164","N961DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3165","N961DN",1998,"Fixed wing multi engine","BOEING","MD-90-30",2,142,"NA","Turbo-fan"
"3166","N961UW",2008,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3167","N961WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3168","N962DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3169","N962DN",1997,"Fixed wing multi engine","BOEING","MD-90-30",2,142,"NA","Turbo-fan"
"3170","N962WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3171","N963AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3172","N963DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3173","N963DN",1999,"Fixed wing multi engine","BOEING","MD-90-30",2,142,"NA","Turbo-fan"
"3174","N963UW",2008,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3175","N963WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3176","N964AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3177","N964DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3178","N964DN",1999,"Fixed wing multi engine","BOEING","MD-90-30",2,142,"NA","Turbo-fan"
"3179","N964WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3180","N965AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3181","N965DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3182","N965DN",2000,"Fixed wing multi engine","BOEING","MD-90-30",2,142,"NA","Turbo-fan"
"3183","N965UW",2008,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3184","N965WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3185","N966AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3186","N966DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3187","N966WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3188","N967AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3189","N967DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3190","N967UW",2008,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,"NA","Turbo-fan"
"3191","N967WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3192","N968AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3193","N968DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3194","N968WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3195","N969AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3196","N969DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3197","N969WN",2011,"Fixed wing multi engine","BOEING","737-7H4",2,140,"NA","Turbo-fan"
"3198","N970AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3199","N970DL",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3200","N971AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3201","N971DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3202","N972AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3203","N972DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3204","N973DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3205","N974AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3206","N974DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3207","N975AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3208","N975DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3209","N976DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3210","N977AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3211","N977DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3212","N978AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3213","N978DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3214","N978SW",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,"NA","Turbo-fan"
"3215","N979AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3216","N979DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3217","N980AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3218","N980DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3219","N981AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3220","N981DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3221","N982AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3222","N982DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3223","N983DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3224","N984DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3225","N985AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3226","N985DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3227","N986AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3228","N986DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3229","N987AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3230","N987DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3231","N988AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3232","N988DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3233","N989AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3234","N989DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3235","N990AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3236","N990DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3237","N991DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3238","N992AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3239","N992DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3240","N993AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3241","N993DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3242","N994AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3243","N994DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS CORPORATION","MD-88",2,142,"NA","Turbo-jet"
"3244","N995AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3245","N995DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3246","N996AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3247","N996DL",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3248","N997AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
"3249","N997DL",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88",2,142,"NA","Turbo-fan"
"3250","N998AT",2002,"Fixed wing multi engine","BOEING","717-200",2,100,"NA","Turbo-fan"
